location,bhk,total_sqft,bath,balcony,price_in_lakhs
Whitefield,2,1015,2,1,4500000
Indira Nagar,2,1175,2,0,5405000
Indira Nagar,2,1188,2,1,5000000
Indira Nagar,1,620,1,1,2500000
Indira Nagar,2,1210,2,0,7500000
Indira Nagar,2,1500,2,1,9900000
Indira Nagar,2,1185,2,2,4366000
Indira Nagar,3,1600,3,3,13000000
Indira Nagar,2,1100,2,1,2800000
Indira Nagar,2,1300,2,2,6923000
Indira Nagar,2,1100,2,1,6800000
Vijayanagar,2,860,2,1,2893000
Indira Nagar,2,1007,2,1,6400000
Vijayanagar,2,1100,2,2,4800000
Whitefield,2,1187,2,1,3800000
Indira Nagar,2,1150,2,2,7200000
Indira Nagar,3,2400,3,2,25200000
Vijayanagar,2,1180,2,3,4194000
Bommanahalli,3,1820,3,2,8520000
Indira Nagar,4,3628,4,1,24600000
Indira Nagar,2,1430,3,2,7000000
Indira Nagar,1,700,2,1,4000000
Indira Nagar,2,1165,2,1,4077000
Indira Nagar,3,1569,3,2,11800000
Indira Nagar,3,1950,4,3,9500000
Indira Nagar,4,2437,3,2,12500000
Indira Nagar,2,950,2,2,4670000
Indira Nagar,3,1685,3,3,11500000
Indira Nagar,4,3270,4,3,20500000
Indira Nagar,2,1314,2,2,11000000
Indira Nagar,2,1250,3,2,4000000
Vijayanagar,2,1130,2,2,6800000
Whitefield,3,2247,3,2,14500000
Indira Nagar,3,1550,3,2,8500000
Indira Nagar,3,1715,2,2,10000000
Indira Nagar,2,1053,2,1,5300000
Indira Nagar,2,1245,1,3,6000000
Indira Nagar,2,1320,2,1,16000000
Indira Nagar,2,1241,2,1,6500000
Indira Nagar,4,2980,4,2,26000000
Indira Nagar,2,1090,2,2,5700000
Bommanahalli,2,1390,2,1,5000000
Indira Nagar,4,2750,5,2,27500000
Indira Nagar,2,1100,2,1,5297000
Indira Nagar,2,1350,2,2,10300000
Indira Nagar,1,800,2,2,5500000
Indira Nagar,3,1787,3,2,11600000
Bommanahalli,3,2400,3,2,22000000
Indira Nagar,4,3700,4,2,32500000
Indira Nagar,3,1691,3,2,9301000
Indira Nagar,3,2119,4,3,11100000
Vijayanagar,3,1896,3,2,10200000
Indira Nagar,3,1540,3,2,4851000
Bommanahalli,2,1244,2,2,9500000
Indira Nagar,2,1365,2,2,6500000
Indira Nagar,2,1355,3,2,8387000
Indira Nagar,3,1513,2,3,6200000
Indira Nagar,2,1175,2,1,4113000
Indira Nagar,3,2087,4,2,13900000
Indira Nagar,3,2273,3,2,14500000
Indira Nagar,3,2050,3,2,15000000
Whitefield,2,1190,2,3,5900000
Indira Nagar,1,600,3,2,8500000
Indira Nagar,2,1019,2,2,4986000
Indira Nagar,3,1830,3,2,13300000
Indira Nagar,2,1028,2,1,5600000
Indira Nagar,2,1300,2,2,10000000
Whitefield,2,1160,2,1,6700000
Indira Nagar,3,1505,3,2,7800000
Indira Nagar,2,1250,2,1,5555000
Indira Nagar,2,1175,2,1,4168000
Indira Nagar,2,1100,2,2,5760000
Vijayanagar,3,2159,3,2,12000000
Indira Nagar,2,1230,2,1,5645000
Indira Nagar,2,1340,2,1,7100000
Indira Nagar,3,1750,2,2,8900000
Indira Nagar,2,1400,2,1,10000000
Indira Nagar,2,1350,3,0,6000000
Indira Nagar,3,1675,3,3,6200000
Indira Nagar,2,1340,2,1,6633000
Indira Nagar,2,1276,2,2,7600000
Indira Nagar,3,1738,2,3,7600000
Indira Nagar,2,1190,2,2,5990000
Electronics City,2,1128,2,1,6545000
Indira Nagar,2,1250,2,1,5500000
Indira Nagar,2,1450,2,2,9000000
Indira Nagar,2,1084,2,1,5300000
Indira Nagar,3,2150,4,2,9000000
Indira Nagar,2,1250,2,2,6500000
Indira Nagar,2,1304,3,0,6500000
Indira Nagar,3,1640,3,2,26800000
Indira Nagar,2,980,2,1,7744000
Indira Nagar,2,1275,2,2,4950000
Bommanahalli,3,2300,3,2,28000000
Indira Nagar,2,1450,2,2,7018000
Electronics City,2,890,2,1,4000000
Indira Nagar,2,1340,2,3,8500000
Indira Nagar,2,1100,2,1,7500000
Indira Nagar,1,750,2,1,4000000
Vijayanagar,2,1300,2,2,6600000
Indira Nagar,2,1301,2,1,12000000
Indira Nagar,2,1299,2,1,10500000
Vijayanagar,2,1250,3,3,4000000
Indira Nagar,2,925,2,1,5500000
Indira Nagar,2,1107,2,1,4500000
Electronics City,2,1300,2,1,6700000
Indira Nagar,3,1715,3,2,9500000
Indira Nagar,2,1200,2,1,5500000
Vijayanagar,1,703,2,1,6000000
Indira Nagar,2,921,2,2,2947000
Indira Nagar,2,1144,2,2,6500000
Indira Nagar,2,1400,2,2,5600000
Indira Nagar,1,661,1,1,3300000
Indira Nagar,2,1200,5,2,7000000
Indira Nagar,3,1705,3,1,9100000
Indira Nagar,2,1430,2,0,5500000
Indira Nagar,2,1240,2,2,5500000
Indira Nagar,2,1325,2,2,6080000
Indira Nagar,2,1230,2,2,4400000
Electronics City,2,1000,2,3,2800000
Indira Nagar,2,1330,2,2,4645000
Indira Nagar,4,3005,5,3,27500000
Indira Nagar,2,1300,3,2,17000000
Indira Nagar,2,1243,2,2,4600000
Indira Nagar,2,1500,2,2,10000000
Bommanahalli,2,1073,2,2,7200000
Indira Nagar,2,1300,2,2,5600000
Electronics City,2,1065,2,1,3075000
Whitefield,2,1216,2,1,6688000
Indira Nagar,2,1252,3,2,5900000
Indira Nagar,2,1196,2,1,4480000
Indira Nagar,2,1027,2,2,4400000
Indira Nagar,2,1270,2,2,5715000
Indira Nagar,2,1171,2,2,3900000
Indira Nagar,2,1215,2,3,4860000
Whitefield,2,1180,2,1,7700000
Electronics City,2,1160,2,1,3351000
Whitefield,3,2140,3,2,13900000
Vijayanagar,2,1500,3,1,10000000
Indira Nagar,2,1008,2,2,5200000
Vijayanagar,3,1921,4,3,12900000
Electronics City,2,1127,2,2,3200000
Indira Nagar,3,1621,3,1,12400000
Indira Nagar,2,1030,2,2,7725000
Whitefield,2,1314,2,1,8400000
Bommanahalli,2,1220,3,1,5600000
Indira Nagar,3,1590,2,3,8500000
Indira Nagar,1,703,2,1,4950000
Indira Nagar,3,1795,3,2,6462000
Indira Nagar,5,4395,4,2,24200000
Electronics City,2,825,2,1,3500000
Indira Nagar,2,1254,2,1,7000000
Indira Nagar,3,2040,3,2,11400000
Indira Nagar,3,2215,4,2,15400000
Indira Nagar,2,1478,2,2,12500000
Indira Nagar,4,2475,4,3,33700000
Bommanahalli,3,1669,3,2,29800000
Indira Nagar,3,1820,3,2,7950000
Indira Nagar,3,1623,3,1,8900000
Indira Nagar,2,1243,2,2,4600000
Electronics City,2,1200,2,2,4050000
Indira Nagar,3,1613,3,3,7200000
Indira Nagar,2,1293,2,2,8000000
Indira Nagar,2,1065,2,2,2850000
Indira Nagar,2,940,2,1,6957000
Indira Nagar,2,1181,2,1,6500000
Indira Nagar,3,2215,3,2,27500000
Indira Nagar,2,1050,2,1,3600000
Indira Nagar,2,1260,2,1,7500000
Indira Nagar,4,2800,3,2,42500000
Indira Nagar,2,1500,3,2,5600000
Whitefield,3,1530,3,3,7300000
Indira Nagar,2,1140,2,2,4600000
Indira Nagar,3,1864,3,3,11500000
Indira Nagar,3,1575,3,3,5500000
Indira Nagar,2,945,2,1,4500000
Indira Nagar,3,1691,3,2,10000000
Electronics City,2,1220,3,1,3525000
Indira Nagar,1,600,1,1,3500000
Whitefield,2,1160,2,2,3900000
Indira Nagar,3,1950,2,2,8950000
Vijayanagar,3,1650,3,1,8500000
Vijayanagar,1,795,1,1,3260000
Indira Nagar,3,2285,4,1,16500000
Indira Nagar,2,1243,2,2,4600000
Indira Nagar,2,1263,2,1,5150000
Indira Nagar,2,1200,4,2,11500000
Indira Nagar,2,1345,2,1,6900000
Electronics City,2,1360,2,1,5800000
Indira Nagar,2,1026,2,1,6055000
Vijayanagar,2,1050,2,2,3800000
Indira Nagar,2,1460,3,3,7600000
Indira Nagar,3,1525,2,2,9148000
Indira Nagar,3,1843,3,2,8500000
Vijayanagar,2,1000,2,3,2500000
Indira Nagar,3,1642,2,1,11500000
Vijayanagar,2,975,2,1,6000000
Indira Nagar,2,1075,2,1,4400000
Indira Nagar,2,1210,2,1,7793000
Indira Nagar,3,2000,3,2,10000000
Vijayanagar,2,1225,2,0,6800000
Indira Nagar,2,1290,2,1,8004000
Indira Nagar,2,1220,2,0,5600000
Indira Nagar,2,1361,2,2,7900000
Indira Nagar,2,1394,2,2,8500000
Indira Nagar,2,870,2,1,2700000
Indira Nagar,2,1222,2,2,9800000
Indira Nagar,2,1420,2,1,9939000
Indira Nagar,3,1846,3,2,13500000
Vijayanagar,2,1167,2,2,6408000
Vijayanagar,2,902,2,2,2500000
Indira Nagar,4,2422,4,3,13500000
Indira Nagar,2,1050,2,2,5250000
Indira Nagar,2,1000,2,0,5000000
Indira Nagar,2,1260,2,0,5800000
Indira Nagar,2,939,2,2,3900000
Indira Nagar,2,1298,2,1,5900000
Indira Nagar,3,1710,3,2,13500000
Indira Nagar,2,1000,2,1,4500000
Indira Nagar,4,3350,3,3,15000000
Indira Nagar,2,1100,2,2,6800000
Indira Nagar,1,615,1,1,4600000
Indira Nagar,2,1350,2,1,8500000
Bommanahalli,4,2700,3,1,50100000
Indira Nagar,3,1718,3,2,13000000
Indira Nagar,3,1680,3,2,11200000
Indira Nagar,2,1157,2,1,7200000
Vijayanagar,2,1179,2,1,5100000
Indira Nagar,2,1105,2,2,2818000
Indira Nagar,3,1800,3,2,17500000
Indira Nagar,2,1010,2,1,5200000
Electronics City,1,630,1,1,4600000
Indira Nagar,2,1025,2,1,6000000
Indira Nagar,2,1195,2,2,5900000
Whitefield,2,1012,2,1,5800000
Indira Nagar,3,1884,4,2,11800000
Indira Nagar,2,1090,2,1,3700000
Indira Nagar,2,1300,3,2,7799000
Vijayanagar,4,2950,4,2,25000000
Indira Nagar,3,1710,3,3,8500000
Indira Nagar,2,1500,3,1,6800000
Indira Nagar,2,1310,2,2,5300000
Indira Nagar,1,674,1,1,1990000
Indira Nagar,2,1350,3,2,7000000
Indira Nagar,2,1464,2,2,11500000
Indira Nagar,2,715,2,1,2900000
Electronics City,2,1400,2,1,4045000
Electronics City,3,1625,2,2,4875000
Electronics City,2,1065,2,1,3076000
Indira Nagar,2,1385,3,3,9000000
Indira Nagar,2,1040,2,1,5000000
Indira Nagar,3,1817,3,2,11000000
Vijayanagar,2,1205,2,1,4700000
Vijayanagar,2,1070,2,2,3343000
Indira Nagar,2,1070,2,1,5200000
Vijayanagar,2,1340,2,1,7500000
Indira Nagar,2,980,2,2,3500000
Indira Nagar,2,1006,2,0,4400000
Indira Nagar,2,1098,2,1,7100000
Indira Nagar,2,1200,2,1,5350000
Indira Nagar,5,4190,4,3,32500000
Indira Nagar,2,1019,2,1,6200000
Whitefield,2,1150,2,2,4021000
Vijayanagar,2,1415,2,2,12000000
Electronics City,3,1750,3,2,5800000
Indira Nagar,3,1537,3,2,8100000
Bommanahalli,2,1050,2,2,4500000
Indira Nagar,2,1452,3,3,5560000
Indira Nagar,2,1246,2,1,9500000
Indira Nagar,3,1890,4,2,8500000
Electronics City,2,972,2,1,4000000
Electronics City,1,630,1,1,3370000
Indira Nagar,2,1255,2,1,6000000
Indira Nagar,3,1938,3,3,9269000
Indira Nagar,3,1711,3,2,12500000
Indira Nagar,2,1392,2,1,9500000
Indira Nagar,2,1225,2,1,7700000
Indira Nagar,4,3418,3,3,23500000
Indira Nagar,3,1750,3,2,12000000
Indira Nagar,2,1260,2,1,8000000
Indira Nagar,1,691,1,1,3110000
Indira Nagar,2,1285,2,1,7800000
Indira Nagar,3,1590,3,2,9600000
Indira Nagar,3,1571,3,2,6500000
Indira Nagar,2,1060,2,1,4866000
Indira Nagar,2,1255,2,1,5800000
Indira Nagar,3,1520,2,3,8100000
Indira Nagar,2,1170,2,1,4551000
Indira Nagar,3,1580,3,2,7500000
Vijayanagar,3,1777,3,2,8900000
Indira Nagar,2,1303,2,2,5578000
Indira Nagar,3,1680,2,3,5900000
Whitefield,2,1495,2,1,7000000
Indira Nagar,3,1835,3,1,10800000
Indira Nagar,2,1080,2,2,3800000
Electronics City,2,1025,2,1,2961000
Indira Nagar,2,1225,2,1,6748000
Indira Nagar,1,656,1,1,3477000
Indira Nagar,2,994,2,2,4500000
Indira Nagar,2,1025,2,1,6500000
Indira Nagar,2,1156,2,2,5200000
Indira Nagar,2,1250,2,2,6000000
Indira Nagar,3,1930,4,2,12200000
Indira Nagar,2,1020,2,1,7000000
Indira Nagar,2,1310,2,1,7000000
Indira Nagar,2,1322,2,3,7000000
Indira Nagar,2,1160,2,2,5700000
Indira Nagar,2,1100,2,2,4800000
Indira Nagar,3,1720,3,3,15000000
Indira Nagar,3,1689,3,2,10300000
Bommanahalli,2,1090,2,1,4742000
Indira Nagar,3,2000,2,0,7500000
Indira Nagar,2,1155,2,2,6900000
Indira Nagar,4,3520,5,2,32000000
Indira Nagar,2,1125,2,2,3998000
Indira Nagar,3,1847,3,3,9200000
Indira Nagar,3,1515,2,1,7600000
Indira Nagar,2,1130,2,2,5500000
Indira Nagar,2,1049,2,1,5100000
Vijayanagar,4,2650,4,0,17500000
Indira Nagar,2,850,2,1,2540000
Indira Nagar,3,1842,3,2,11500000
Indira Nagar,2,1282,2,1,7200000
Indira Nagar,1,800,2,1,4000000
Bommanahalli,2,1190,2,2,3035000
Indira Nagar,2,1318,2,1,6800000
Indira Nagar,3,1698,2,1,10500000
Indira Nagar,3,2030,2,1,18200000
Indira Nagar,2,1276,2,1,3190000
Indira Nagar,3,1555,2,1,6700000
Indira Nagar,3,1881,3,2,14500000
Indira Nagar,4,2900,3,2,32500000
Indira Nagar,3,1890,3,2,10900000
Indira Nagar,2,900,5,1,13500000
Indira Nagar,2,935,2,1,3200000
Bommanahalli,2,1000,2,3,5800000
Indira Nagar,3,1510,3,2,7500000
Indira Nagar,2,1120,2,1,5000000
Vijayanagar,2,930,2,1,2599000
Electronics City,2,1160,2,2,4200000
Indira Nagar,2,1419,2,2,4810000
Indira Nagar,2,1175,2,2,6200000
Indira Nagar,2,1350,2,1,6300000
Indira Nagar,3,2215,3,2,33000000
Vijayanagar,2,996,2,1,2490000
Vijayanagar,2,1076,2,1,3013000
Indira Nagar,3,2180,4,3,11500000
Indira Nagar,3,1715,3,3,11200000
Indira Nagar,2,1072,2,2,4500000
Indira Nagar,2,1230,2,1,8000000
Indira Nagar,3,1600,2,1,6500000
Indira Nagar,2,1411,3,1,9325000
Indira Nagar,4,3600,5,3,14500000
Indira Nagar,4,2404,3,2,13800000
Indira Nagar,2,1208,3,1,4500000
Indira Nagar,2,1225,2,1,6984000
Indira Nagar,2,1162,2,1,6900000
Indira Nagar,2,1262,2,1,6500000
Indira Nagar,2,1050,2,2,3500000
Electronics City,2,1160,2,1,3351000
Indira Nagar,3,1610,3,3,8500000
Whitefield,2,1340,2,2,4100000
Indira Nagar,3,2275,4,2,18200000
Bommanahalli,2,1162,2,1,5800000
Indira Nagar,2,1170,2,2,6500000
Indira Nagar,2,980,2,1,2500000
Bommanahalli,3,1800,3,2,6000000
Indira Nagar,2,1423,2,1,7173000
Indira Nagar,2,1106,2,3,4000000
Indira Nagar,2,1105,2,2,2760000
Indira Nagar,2,1255,2,1,5670000
Indira Nagar,3,1525,2,2,6500000
Indira Nagar,2,1061,2,1,3895000
Electronics City,2,1400,2,2,4045000
Indira Nagar,3,2100,3,2,14500000
Electronics City,1,660,1,1,1650000
Indira Nagar,1,633,1,1,1800000
Indira Nagar,2,1260,2,3,12000000
Indira Nagar,3,2047,3,2,6755000
Indira Nagar,4,2597,4,3,18900000
Indira Nagar,2,1211,2,1,6300000
Indira Nagar,3,1904,3,2,12900000
Indira Nagar,2,1205,2,1,7387000
Vijayanagar,2,1164,2,2,6408000
Indira Nagar,2,1410,2,2,7300000
Indira Nagar,2,1150,2,1,4200000
Indira Nagar,2,1170,2,2,5311000
Indira Nagar,2,1420,2,1,6200000
Indira Nagar,2,1125,2,2,4500000
Indira Nagar,3,1789,3,3,7500000
Indira Nagar,2,1021,2,1,7600000
Vijayanagar,2,1074,2,2,2685000
Indira Nagar,2,1222,2,3,4800000
Indira Nagar,3,1981,3,1,13400000
Vijayanagar,2,1103,2,2,5500000
Vijayanagar,2,1201,2,1,6500000
Indira Nagar,2,970,2,1,3600000
Indira Nagar,2,920,2,2,3300000
Vijayanagar,3,1520,3,3,8500000
Indira Nagar,2,1268,2,1,7500000
Indira Nagar,1,660,1,0,3000000
Indira Nagar,3,1755,3,2,11500000
Indira Nagar,2,945,2,1,3500000
Indira Nagar,2,1167,2,2,3750000
Indira Nagar,2,1276,2,2,8000000
Indira Nagar,2,1234,2,2,5100000
Indira Nagar,2,1180,2,1,7500000
Indira Nagar,2,1370,2,2,8700000
Bommanahalli,2,1015,2,2,2588000
Indira Nagar,2,1251,2,1,4600000
Vijayanagar,3,1677,3,2,9213000
Indira Nagar,2,1346,2,1,6738000
Electronics City,2,1090,2,1,3148000
Indira Nagar,2,1290,2,3,5110000
Indira Nagar,3,1881,3,2,14500000
Indira Nagar,2,1150,2,2,5200000
Indira Nagar,2,1200,2,2,4200000
Bommanahalli,4,2735,4,2,34000000
Vijayanagar,2,950,2,0,6500000
Bommanahalli,2,1491,3,3,4050000
Indira Nagar,2,1050,2,1,5166000
Indira Nagar,3,1660,3,2,13100000
Indira Nagar,2,1134,2,2,5500000
Indira Nagar,2,1100,2,1,6000000
Indira Nagar,2,1080,2,1,3780000
Indira Nagar,2,1200,2,2,3500000
Vijayanagar,2,1200,2,1,5000000
Indira Nagar,3,1804,3,2,12700000
Indira Nagar,1,750,2,0,2000000
Indira Nagar,4,2800,4,2,25200000
Indira Nagar,2,1090,2,2,3837000
Electronics City,2,1287,3,1,5500000
Indira Nagar,3,2215,4,2,15700000
Indira Nagar,2,1045,2,2,4215000
Indira Nagar,2,1263,2,1,4736000
Whitefield,2,1431,3,2,8500000
Indira Nagar,2,999,2,2,3290000
Vijayanagar,3,1650,3,2,8550000
Indira Nagar,3,1535,3,1,7200000
Indira Nagar,4,2524,5,2,18000000
Indira Nagar,2,1300,3,2,6900000
Indira Nagar,3,2095,3,2,15000000
Indira Nagar,2,1265,2,2,6800000
Indira Nagar,2,1215,2,1,4496000
Electronics City,2,1028,2,1,5100000
Indira Nagar,3,1835,2,2,9200000
Indira Nagar,3,1800,3,3,6500000
Indira Nagar,3,2077,3,3,17500000
Bommanahalli,1,708,2,1,3115000
Indira Nagar,2,1200,2,3,12000000
Indira Nagar,2,925,2,1,4625000
Vijayanagar,2,1450,2,1,9000000
Indira Nagar,2,1100,2,1,6500000
Indira Nagar,2,1185,2,3,5500000
Indira Nagar,1,660,1,1,3500000
Vijayanagar,3,1920,4,2,12100000
Indira Nagar,5,4550,2,1,24000000
Indira Nagar,2,1205,2,1,6832000
Indira Nagar,2,1200,2,2,4600000
Vijayanagar,2,1421,2,2,7300000
Indira Nagar,2,1250,3,3,4890000
Indira Nagar,3,1540,3,2,9000000
Indira Nagar,2,984,2,1,4591000
Indira Nagar,2,985,2,1,5017000
Whitefield,4,2830,4,3,16100000
Bommanahalli,2,1140,2,3,6000000
Indira Nagar,2,1410,2,3,4442000
Indira Nagar,3,1700,2,2,8600000
Indira Nagar,2,1333,2,1,8665000
Electronics City,2,1258,2,1,8550000
Indira Nagar,2,1458,2,2,8700000
Electronics City,2,1386,2,1,8500000
Electronics City,2,1140,2,1,3292000
Indira Nagar,2,1200,2,3,8300000
Indira Nagar,2,1081,2,1,3900000
Whitefield,3,2135,3,2,14900000
Indira Nagar,2,1178,2,1,8000000
Indira Nagar,2,991,2,2,4000000
Whitefield,2,1493,2,3,9000000
Whitefield,4,2495,3,3,13000000
Whitefield,2,1080,2,1,3199000
Bommanahalli,2,814,2,1,5300000
Electronics City,2,1025,2,1,5000000
Whitefield,2,1115,2,1,6100000
Whitefield,4,3075,2,3,18800000
Whitefield,3,1760,3,2,16000000
Whitefield,2,1175,2,2,5286000
Whitefield,5,4235,5,3,36400000
Whitefield,2,1100,2,2,4500000
Whitefield,2,1450,2,2,5075000
Whitefield,3,1810,3,3,13100000
Whitefield,2,1426,2,3,7100000
Whitefield,3,2400,2,3,19500000
Whitefield,2,1100,2,1,7000000
Electronics City,1,650,1,1,3500000
Whitefield,2,1350,3,2,4725000
Whitefield,2,900,2,1,2700000
Whitefield,2,1360,2,3,11000000
Vijayanagar,1,674,1,1,3685000
Whitefield,3,1655,3,2,11000000
Whitefield,2,1277,2,2,9200000
Whitefield,2,1200,2,1,5400000
Whitefield,2,1015,2,1,3908000
Bommanahalli,2,1153,2,2,6000000
Whitefield,2,1035,2,1,5150000
Whitefield,4,3300,3,1,25500000
Whitefield,2,1150,2,1,4600000
Whitefield,2,1020,2,1,8000000
Whitefield,2,1160,2,1,9500000
Whitefield,2,1075,2,1,3100000
Bommanahalli,2,1225,2,2,7200000
Whitefield,2,1350,3,2,6000000
Whitefield,2,1300,3,1,6900000
Bommanahalli,2,830,2,1,3628000
Whitefield,2,1155,2,1,6918000
Whitefield,4,3126,5,3,34500000
Whitefield,2,905,2,2,5500000
Vijayanagar,2,1375,2,0,7500000
Electronics City,2,1140,2,2,3384000
Whitefield,3,1550,2,2,6000000
Whitefield,2,957,2,1,5500000
Whitefield,2,890,2,2,4500000
Whitefield,4,3000,4,2,23500000
Electronics City,2,1070,2,1,5500000
Whitefield,2,925,2,1,3700000
Whitefield,2,1415,2,2,6000000
Whitefield,2,1225,2,1,3700000
Whitefield,3,1732,3,1,11200000
Whitefield,2,1260,2,1,6990000
Whitefield,2,1092,2,1,4900000
Whitefield,2,827,2,0,3400000
Whitefield,2,1357,2,2,5400000
Bommanahalli,1,650,1,1,4000000
Whitefield,2,1370,2,1,5479000
Whitefield,3,1725,3,2,10600000
Whitefield,2,1000,2,0,7000000
Whitefield,3,1717,3,2,11000000
Whitefield,1,700,2,1,3400000
Whitefield,1,800,2,1,3200000
Whitefield,3,2367,4,3,34000000
Whitefield,2,1415,2,1,6500000
Whitefield,3,1976,3,1,14500000
Whitefield,2,883,2,1,3701000
Whitefield,1,700,1,1,3800000
Whitefield,2,1445,3,1,5000000
Whitefield,3,2082,3,2,10400000
Whitefield,2,1140,2,2,4600000
Whitefield,2,933,2,1,6600000
Electronics City,2,1155,2,1,5700000
Whitefield,2,1130,2,1,3600000
Whitefield,2,1200,2,2,7320000
Whitefield,2,1055,2,1,4300000
Whitefield,3,1555,3,2,12500000
Whitefield,2,1420,3,2,6200000
Vijayanagar,3,2214,3,2,35000000
Whitefield,1,658,1,1,2691000
Whitefield,2,897,2,1,7874000
Whitefield,2,1035,2,2,4000000
Whitefield,3,1839,3,3,16000000
Whitefield,2,1200,2,2,4400000
Whitefield,2,1200,2,1,19800000
Whitefield,2,993,2,2,4200000
Whitefield,2,1225,2,1,4500000
Whitefield,2,825,2,1,3200000
Whitefield,4,3596,4,2,35900000
Electronics City,3,1800,3,3,9200000
Whitefield,2,925,2,1,10000000
Whitefield,2,1167,2,1,6300000
Whitefield,2,1150,2,1,4100000
Bommanahalli,1,650,1,1,5000000
Whitefield,1,675,1,1,2700000
Whitefield,2,1100,2,1,5800000
Whitefield,2,1330,2,1,5800000
Whitefield,2,1320,2,1,16000000
Whitefield,3,1685,4,2,18500000
Whitefield,3,1770,3,3,10800000
Whitefield,3,2100,3,3,12500000
Whitefield,2,1000,2,3,4200000
Whitefield,2,1420,2,1,6500000
Whitefield,2,1400,3,1,8100000
Whitefield,1,750,2,1,3749000
Whitefield,2,1070,2,1,8700000
Whitefield,3,1536,3,1,10700000
Whitefield,3,1710,3,2,21000000
Whitefield,3,2400,3,3,19600000
Electronics City,2,1342,2,1,7200000
Bommanahalli,3,1600,3,2,13000000
Bommanahalli,3,1820,3,2,9900000
Whitefield,4,2439,4,3,17000000
Whitefield,3,1665,3,2,7800000
Whitefield,3,1850,3,2,15000000
Bommanahalli,2,1091,2,1,4000000
Whitefield,2,1346,2,1,7403000
Whitefield,3,1720,3,2,22400000
Whitefield,2,1060,2,2,3395000
Whitefield,2,1059,2,1,5700000
Whitefield,2,1299,2,1,9700000
Whitefield,2,1491,3,2,8500000
Whitefield,2,1200,2,2,8500000
Whitefield,2,1296,2,2,7000000
Whitefield,2,1125,2,1,5500000
Electronics City,2,1275,3,1,7000000
Whitefield,2,1095,2,2,5500000
Whitefield,2,1330,2,2,7400000
Whitefield,2,1135,2,2,6000000
Whitefield,2,1194,2,1,5100000
Electronics City,1,770,1,1,3800000
Whitefield,4,3930,5,2,33000000
Bommanahalli,2,1355,3,2,5420000
Whitefield,4,2569,4,1,17500000
Whitefield,2,1116,2,3,5191000
Whitefield,3,1707,3,2,11500000
Whitefield,2,1070,2,2,4900000
Whitefield,2,1240,2,1,8300000
Whitefield,2,1300,2,1,9165000
Vijayanagar,3,1700,2,2,7600000
Vijayanagar,2,1383,2,2,7618000
Electronics City,2,1200,2,1,3465000
Whitefield,2,935,2,3,4500000
Whitefield,3,2072,4,2,15100000
Whitefield,1,615,1,1,4600000
Whitefield,2,1116,2,1,4500000
Whitefield,3,1639,3,2,10700000
Whitefield,3,1839,3,2,13000000
Bommanahalli,2,1300,2,2,6300000
Whitefield,1,625,1,1,2700000
Whitefield,3,2289,3,3,18000000
Electronics City,2,1005,2,1,3977000
Whitefield,2,1080,2,1,3800000
Vijayanagar,2,910,2,3,3600000
Electronics City,2,1110,2,1,3990000
Whitefield,2,1142,2,2,5600000
Vijayanagar,2,1005,2,1,5500000
Whitefield,3,1627,3,1,13300000
Whitefield,2,1074,2,2,5400000
Whitefield,2,1230,2,0,8000000
Electronics City,1,660,1,1,2300000
Bommanahalli,2,1007,2,2,4800000
Whitefield,3,1820,3,2,11300000
Whitefield,2,1100,2,1,6000000
Whitefield,2,1230,2,2,6625000
Whitefield,2,1176,2,1,3762000
Whitefield,3,1590,3,2,5700000
Whitefield,2,1200,2,1,7800000
Whitefield,2,1298,2,1,6500000
Whitefield,2,1161,2,1,5515000
Whitefield,2,1285,2,1,6000000
Electronics City,3,1644,3,2,9259000
Whitefield,3,1819,3,1,15000000
Whitefield,2,1205,2,1,8500000
Whitefield,3,2350,3,3,30000000
Whitefield,2,1050,2,1,4200000
Whitefield,2,1270,2,2,6200000
Whitefield,2,1240,2,2,3989000
Whitefield,2,1221,3,3,7000000
Whitefield,2,840,2,2,3500000
Whitefield,2,1339,2,2,6300000
Whitefield,5,4303,5,3,30000000
Whitefield,2,1315,2,1,8500000
Whitefield,2,1250,2,2,6800000
Whitefield,2,850,2,1,2700000
Whitefield,3,1600,2,2,11000000
Electronics City,2,1250,2,1,6200000
Whitefield,2,1312,2,1,5650000
Whitefield,4,3000,4,0,13400000
Electronics City,2,1300,2,2,2800000
Whitefield,3,1990,3,3,9800000
Whitefield,1,760,2,2,3850000
Whitefield,3,1614,2,2,5900000
Whitefield,2,1182,2,1,6010000
Vijayanagar,2,1053,2,1,4629000
Whitefield,3,2000,3,3,12500000
Electronics City,3,1940,4,3,11600000
Whitefield,3,1590,3,2,10500000
Bommanahalli,2,1035,2,2,5279000
Whitefield,2,1075,2,2,5300000
Whitefield,2,1260,2,1,6200000
Whitefield,3,1702,3,2,10700000
Whitefield,2,1080,2,2,6500000
Whitefield,2,1189,2,1,4500000
Whitefield,2,1035,2,1,3900000
Whitefield,2,1200,2,1,3600000
Whitefield,2,1300,3,1,6900000
Whitefield,2,1330,2,1,9365000
Whitefield,2,1210,2,1,6500000
Bommanahalli,2,1350,2,2,5420000
Whitefield,3,1900,2,2,6500000
Vijayanagar,3,1935,4,2,12500000
Whitefield,2,1410,3,3,9000000
Whitefield,2,1469,2,2,9914000
Whitefield,2,986,2,1,3000000
Whitefield,2,1460,2,2,8700000
